FAQID,Question,Answer,Category,SubCategory,Keywords,Tags,Priority,CreatedDate,UpdatedDate,Status
d22ba879-6ccf-49bb-900a-bf9d835180f9,How do I file an expense report for training courses and conferences in May 2026?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"munich, outlook, finance, expense, sales, audit",#finance;#expense;#concur,Low,2025-06-03 22:23:12,2025-06-03 22:23:12,Published
6b7f4333-bebe-4128-9d04-4beee8ccd3ed,How to log sick leave for parental bonding time as a full-time employee in Toronto?,"Time off or leave of absence for parental bonding time must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"vacation, pto, timeoff, sick, sales, thinkpad",#hr;#pto;#leave,Low,2025-05-20 22:23:12,2025-06-07 22:23:12,Published
8aa02028-cfc6-4038-be0e-e873b2293d04,How to configure security access for a building entry security badge for the Sydney office?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"security, sydney, visitor, badge, office, android phone",#facilities;#access;#security,Low,2026-06-05 22:23:12,2026-06-27 22:23:12,Published
70f4dbc7-957b-486b-88d2-a7141a4bddab,Who can help me block my travel and expense card for my role in Marketing?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"toronto, marketing, card, macbook pro, march, finance",#finance;#card;#amex,Medium,2026-05-06 22:23:12,2026-05-06 22:23:12,Published
6c2264b3-49ab-423a-9105-35868b5665a6,Where to upload receipts for annual software subscriptions for the Engineering team?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"toronto, reimbursement, android phone, salesforce, audit, receipt",#finance;#expense;#concur,Medium,2026-01-03 22:23:12,2026-01-03 22:23:12,Published
eefa2adf-d79e-4257-a304-07c2d656f2e7,How to increase the limit on my department virtual credit card for my role in Engineering?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"office 365, credit, finance, card, austin, corporate",#finance;#card;#amex,Low,2026-02-15 22:23:12,2026-02-15 22:23:12,Published
2236784f-0751-44ce-975c-cf3973de7111,Troubleshooting the AV screen in the large boardroom for November team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"product management, outlook, conference, teams, meeting, android phone",#facilities;#meeting;#booking,Low,2025-12-22 22:23:12,2025-12-23 22:23:12,Published
1c1e0d3d-0e55-4956-9837-dba2d7e3dc98,How do I apply for a department virtual credit card while traveling to Austin?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"corporate, limit, austin, amex, august, card",#finance;#card;#amex,Medium,2025-12-29 22:23:12,2025-12-29 22:23:12,Published
28090f05-1485-4916-8817-c941c00e31a9,How do I file an expense report for training courses and conferences approved in the New York office?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"operations, finance, october, audit, expense, reimbursement",#finance;#expense;#concur,Medium,2025-05-11 22:23:12,2025-05-26 22:23:12,Published
3a5fc503-fcec-4118-955f-2aecb93ae318,Where to upload receipts for annual software subscriptions in February 2026?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"reimbursement, audit, concur, iphone, february, marketing",#finance;#expense;#concur,High,2025-10-07 22:23:12,2025-10-07 22:23:12,Published
e8f68e41-9333-4aac-a764-f677785c5954,How do I request a mailbox for Zoom in the San Francisco office?,"For configurations involving your mailbox for Zoom, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"email, permissions, mailbox, calendar, operations, august",#it;#email;#outlook,High,2025-06-21 22:23:12,2025-06-21 22:23:12,Published
4e183ff9-1a3f-4c3c-8c7b-e78203a6fa24,What is the way to change my password for Office 365 from the Sydney office?,"To perform operations on your password for Office 365, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"credentials, windows laptop, reset, login, mfa, sydney",#it;#login;#security,Medium,2026-06-12 22:23:12,2026-06-24 22:23:12,Published
446961d4-f1cd-44b7-a221-5e99d2b6cf3d,Steps to schedule a private focus room for the Human Resources group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with private focus room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"meeting, human resources, teams, jira, austin, outlook",#facilities;#meeting;#booking,High,2025-06-02 22:23:12,2025-06-02 22:23:12,Published
87d641ed-59f2-4433-b2f5-c3da2f3b168c,Steps to request access to the temporary visitor gate pass requested by the R&D team?,Security and badge access for temporary visitor gate pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"office 365, security, parking, badge, iphone, july",#facilities;#access;#security,Medium,2025-05-01 22:23:12,2025-05-01 22:23:12,Published
1d20ad18-c4dd-44e6-a3a9-553ea660106f,Where do I recover the access settings on OneDrive while working remotely?,"To perform operations on your access settings on OneDrive, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"engineering, onedrive, reset, mfa, san francisco, credentials",#it;#login;#security,High,2025-07-31 22:23:12,2025-08-07 22:23:12,Draft
7a6f4086-0f9d-4a0f-927a-7b264bac862b,How do I request a calendar delegation in OneDrive using the web version?,"For configurations involving your calendar delegation in OneDrive, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"march, mailbox, calendar, bangalore, operations, shared",#it;#email;#outlook,Medium,2025-05-30 22:23:12,2025-05-30 22:23:12,Published
6ab2fbbf-95de-411b-8fc0-712031798c88,Guide to connect to internal database network from the Singapore branch?,"To access the internal database network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"singapore, connect, access, july, wifi, android phone",#it;#network;#remote,Medium,2025-11-19 22:23:12,2025-12-19 22:23:12,Published
4d47d8b7-18e8-439a-86f4-fbd015b5d50c,Where can I find policies for vision exam and glasses during the 2024 plan year?,Health benefits claims for vision exam and glasses should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"dental, insurance, human resources, claim, march, benefits",#hr;#benefits;#insurance,Low,2026-05-22 22:23:12,2026-06-21 22:23:12,Published
403a8771-683d-47c7-989d-12417e671933,Steps to apply for a leave of absence for annual vacation days as a full-time employee in New York?,"Time off or leave of absence for annual vacation days must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"leave, workday, timeoff, new york, vacation, macbook pro",#hr;#pto;#leave,Medium,2025-09-11 22:23:12,2025-09-11 22:23:12,Draft
65973189-eb8c-4ffd-ba4f-2f36fe67f8ff,How to increase the limit on my procurement purchasing card while traveling to Munich?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"munich, finance, windows laptop, limit, credit, workday",#finance;#card;#amex,Low,2026-01-31 22:23:12,2026-01-31 22:23:12,Published
327433b7-2fd2-414f-a38b-aa197a24de4c,What is the way to change my password for ServiceNow for my Product Management account?,"To perform operations on your password for ServiceNow, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"product management, windows laptop, reset, security, password, servicenow",#it;#login;#security,High,2025-12-20 22:23:12,2025-12-20 22:23:12,Published
a64bd92f-f2c7-4e56-9c6d-09cddcbb3d76,Can I set up a shared archive folder in Office 365 in the London office?,"For configurations involving your archive folder in Office 365, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"office 365, shared, android phone, permissions, calendar, email",#it;#email;#outlook,Medium,2026-06-08 22:23:12,2026-06-11 22:23:12,Published
